"Date & Time","Sender ID","Sender Type","Contact ID","Message ID","Content Type","Message Type","Content","Channel ID","Type","Sub Type"
"2023-11-05 21:26:53","1698086170918027","workflow","124150077","1699237613601057","text","outgoing","{""type"":""text"",""text"":""Perfecto Janice Cardenas🩸 , para sacar un crédito los requisitos son:\n- Contar con una inicial MINIMA del 10% del valor de la moto que elijas\n- Presentar buen comportamiento de pago en el sistema financiero\n- No tener creditos activos con mas de 2 entidades financieras \n- Sustento de ingresos (puedes usar tus movimientos de Rappi 😉)\n- Tener DNI o Carnet de extranjería Vigente""}","111839",,
"2023-11-05 21:26:56","1679933058017917","workflow","124150077","1699237616411951","text","outgoing","{""type"":""text"",""text"":""😊 ¡Gracias por comunicarte con Crosland Store, importadores exclusivos de BAJAJ en el Perú! 🏍️\n\nEn estos momentos nos encontramos fuera del horario de atención, pero no te preocupes, nos pondremos en contacto contigo tan pronto retornemos. ¡Gracias por tu paciencia y comprensión! 🙏🏼""}","111839",,
"2023-11-05 23:31:31","124163511","contact","124163511","1699245091000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 20:29:16","124146707","contact","124146707","1699234156000006","text","incoming","{""type"":""text"",""text"":""Deseo facilidades de pago""}","111839",,
"2023-11-05 21:41:00","124153153","contact","124153153","1699238460000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 19:23:43","124138763","contact","124138763","1699230223000000","text","incoming","{""type"":""text"",""text"":""Crédito financiado""}","111839",,
"2023-11-05 19:23:46","1698086170918027","workflow","124138763","1699230226028709","text","outgoing","{""type"":""text"",""text"":""Perfecto ESNAIDER , para sacar un crédito los requisitos son:\n- Contar con una inicial MINIMA del 10% del valor de la moto que elijas\n- Presentar buen comportamiento de pago en el sistema financiero\n- No tener creditos activos con mas de 2 entidades financieras \n- Sustento de ingresos (puedes usar tus movimientos de Rappi 😉)\n- Tener DNI o Carnet de extranjería Vigente""}","111839",,
"2023-11-05 19:23:49","1679933058017917","workflow","124138763","1699230229701175","text","outgoing","{""type"":""text"",""text"":""😊 ¡Gracias por comunicarte con Crosland Store, importadores exclusivos de BAJAJ en el Perú! 🏍️\n\nEn estos momentos nos encontramos fuera del horario de atención, pero no te preocupes, nos pondremos en contacto contigo tan pronto retornemos. ¡Gracias por tu paciencia y comprensión! 🙏🏼""}","111839",,
"2023-11-05 19:25:26","124138763","contact","124138763","1699230326000000","text","incoming","{""type"":""text"",""text"":""Interesante""}","111839",,
"2023-11-05 19:25:32","124138763","contact","124138763","1699230332000000","text","incoming","{""type"":""text"",""text"":""Y también podría dar la mitad""}","111839",,
"2023-11-05 19:25:35","124138763","contact","124138763","1699230335000000","text","incoming","{""type"":""text"",""text"":""Cómo inicial""}","111839",,
"2023-11-05 19:25:39","124138763","contact","124138763","1699230339000000","text","incoming","{""type"":""text"",""text"":""O solo el 10%""}","111839",,
"2023-11-05 20:38:02","124147328","contact","124147328","1699234682000006","text","incoming","{""type"":""text"",""text"":""Necesito repuestos para mi moto.""}","111839",,
"2023-11-05 22:39:34","124158376","contact","124158376","1699241974000006","text","incoming","{""type"":""text"",""text"":""..""}","111839",,
"2023-11-05 21:15:18","1698086170918027","workflow","124150077","1699236918684505","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""En Crosland ofrecemos diferentes opciones de compra para adaptarnos a tus necesidades y preferencias.\n\nComéntanos, cómo te gustaría hacer la compra y te brindaremos información sobre ello.\n\n(Selecciona una opción 👇)"",""replies"":[""Crédito financiado"",""Al Contado""]}","111839",,
"2023-11-05 23:53:02","1698086170918027","workflow","124162588","1699246382615883","text","outgoing","{""type"":""text"",""text"":""¡Hola davidaranibar09davidaranibar09! 👋🏼 Solo quería recordarte que estuvimos esperando tu respuesta. 🤔""}","111839",,
"2023-11-05 23:53:05","1698086170918027","workflow","124162588","1699246385631154","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 22:28:03","124157432","contact","124157432","1699241283000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 20:06:05","124144993","contact","124144993","1699232765000006","text","incoming","{""type"":""text"",""text"":""Q tal""}","111839",,
"2023-11-05 21:30:09","124152294","contact","124152294","1699237809000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 19:57:28","124144356","contact","124144356","1699232248000006","text","incoming","{""type"":""text"",""text"":""Pulsan 160 porfavor""}","111839",,
"2023-11-05 20:12:31","124145487","contact","124145487","1699233151000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 22:18:34","124156460","contact","124156460","1699240714000006","text","incoming","{""type"":""text"",""text"":""Deseo facilidades de pago""}","111839",,
"2023-11-05 20:43:24","124147693","contact","124147693","1699235004000000","text","incoming","{""type"":""text"",""text"":""Hola""}","111839",,
"2023-11-05 20:43:26","1698086170918027","workflow","124147693","1699235006762080","text","outgoing","{""type"":""text"",""text"":""¡Hola Andre! 🏍️ ¡Qué bueno que te hayas puesto en contacto con nosotros en Crosland , importadores exclusivos de BAJAJ en el Perú! 😁""}","111839",,
"2023-11-05 20:43:31","1698086170918027","workflow","124147693","1699235011094757","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 19:29:50","124142503","contact","124142503","1699230590000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 23:06:41","124160951","contact","124160951","1699243601000000","text","incoming","{""type"":""text"",""text"":""Hola! Estoy buscando un repuestos para mi moto BAJAJ""}","111839",,
"2023-11-05 23:06:44","1698086170918027","workflow","124160951","1699243604451030","text","outgoing","{""type"":""text"",""text"":""¡Hola Edixon Pacheco! 🏍️ ¡Qué bueno que te hayas puesto en contacto con nosotros en Crosland , importadores exclusivos de BAJAJ en el Perú! 😁""}","111839",,
"2023-11-05 23:06:47","1698086170918027","workflow","124160951","1699243607987430","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 23:07:00","124160951","contact","124160951","1699243620000000","text","incoming","{""type"":""text"",""text"":""8\tDD121006\tELEMENTO FILTRANTE DE ACEITE\t1\tS/ 6.69""}","111839",,
"2023-11-05 23:07:03","1698086170918027","workflow","124160951","1699243623070497","text","outgoing","{""type"":""text"",""text"":""🧐 No entendimos tu mensaje.""}","111839",,
"2023-11-05 23:07:05","1698086170918027","workflow","124160951","1699243625690919","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 23:07:25","124160951","contact","124160951","1699243645000000","text","incoming","{""type"":""text"",""text"":""repuestos""}","111839",,
"2023-11-05 23:07:28","1698086170918027","workflow","124160951","1699243648837596","text","outgoing","{""type"":""text"",""text"":""¡Perfecto Edixon😊!🛵🏍️ \n¿Quieres dejar tu moto o mototaxi como nueva? \n\n¡Nosotros podemos ayudarte! 😃 En Crosland Store, contamos con los mejores repuestos originales BAJAJ para que puedas renovar tu vehículo.""}","111839",,
"2023-11-05 23:07:29","124161023","contact","124161023","1699243649000006","text","incoming","{""type"":""text"",""text"":""¿Qué promociones tienen este mes en motos?""}","111839",,
"2023-11-05 23:07:31","1698086170918027","workflow","124160951","1699243651664467","text","outgoing","{""type"":""text"",""text"":""Edixon Pacheco ! Sabias que Crosland además de importar las motos BAJAJ, importa los repuestos originales. Entra a www.croslandrepuestos.com.pe escoge el año, marca y modelo de tu moto y consigue lo que necesitas rápido y fácil. Entregas a domicilios en máximo 3 días en Lima y 7 días en Provincia.\n\nSi quieres que te atienda un asesor especializado, marca el 01-2052805  opción 2 para darte la mejor atención""}","111839",,
"2023-11-05 20:54:55","124148525","contact","124148525","1699235695000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 23:07:34","1685654889562043","workflow","124160951","1699243654437574","text","outgoing","{""type"":""text"",""text"":""😊 ¡Gracias por comunicarte con Crosland Store, importadores exclusivos de BAJAJ en el Perú! 🏍️\n\nEn estos momentos nos encontramos fuera del horario de atención, pero no te preocupes, nos pondremos en contacto contigo tan pronto retornemos. ¡Gracias por tu paciencia y comprensión! 🙏🏼""}","111839",,
"2023-11-05 23:07:34","124160951","contact","124160951","1699243654000000","text","incoming","{""type"":""text"",""text"":""Repuestos""}","111839",,
"2023-11-05 23:08:20","124160951","contact","124160951","1699243700000000","text","incoming","{""type"":""text"",""text"":""CUBIERTA DE DISCO""}","111839",,
"2023-11-05 22:12:21","124155797","contact","124155797","1699240341000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 21:38:23","124152959","contact","124152959","1699238303000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 19:44:14","124143394","contact","124143394","1699231454000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 21:19:35","124150333","contact","124150333","1699237175000003","text","incoming","{""type"":""text"",""text"":""Vi esto en Facebook...""}","111839",,
"2023-11-05 22:00:36","124154808","contact","124154808","1699239636000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 22:00:41","124154814","contact","124154814","1699239641000006","text","incoming","{""type"":""text"",""text"":""Info""}","111839",,
"2023-11-05 22:00:53","124154808","contact","124154808","1699239653000000","text","incoming","{""type"":""text"",""text"":""Costo amigo""}","111839",,
"2023-11-05 22:06:42","124155330","contact","124155330","1699240002000003","text","incoming","{""type"":""text"",""text"":""He visto esto en Facebook...""}","111839",,
"2023-11-05 22:06:45","1698086170918027","workflow","124155330","1699240005223531","text","outgoing","{""type"":""text"",""text"":""¡Hola Martin Del Piero! 🏍️ ¡Qué bueno que te hayas puesto en contacto con nosotros en Crosland , importadores exclusivos de BAJAJ en el Perú! 😁""}","111839",,
"2023-11-05 22:06:48","1698086170918027","workflow","124155330","1699240008058938","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 22:06:59","124155330","contact","124155330","1699240019000000","text","incoming","{""type"":""text"",""text"":""Venta Motocicletas""}","111839",,
"2023-11-05 21:27:31","124150077","contact","124150077","1699237651000000","text","incoming","{""type"":""text"",""text"":""Está bien""}","111839",,
"2023-11-05 21:28:04","124152135","contact","124152135","1699237684000006","text","incoming","{""type"":""text"",""text"":""Necesito repuestos para mi moto.""}","111839",,
"2023-11-05 19:40:55","124143178","contact","124143178","1699231255000006","text","incoming","{""type"":""text"",""text"":""Deseo facilidades de pago""}","111839",,
"2023-11-05 20:47:09","124147936","contact","124147936","1699235229000006","text","incoming","{""type"":""text"",""text"":""Quiero información sobre motos Bajaj""}","111839",,
"2023-11-05 20:47:21","124147936","contact","124147936","1699235241000006","text","incoming","{""type"":""text"",""text"":""Deseo facilidades de pago""}","111839",,
"2023-11-05 20:47:25","124147693","contact","124147693","1699235245000000","text","incoming","{""type"":""text"",""text"":""Crédito financiado""}","111839",,
"2023-11-05 20:47:27","1698086170918027","workflow","124147693","1699235247532349","text","outgoing","{""type"":""text"",""text"":""Perfecto Andre , para sacar un crédito los requisitos son:\n- Contar con una inicial MINIMA del 10% del valor de la moto que elijas\n- Presentar buen comportamiento de pago en el sistema financiero\n- No tener creditos activos con mas de 2 entidades financieras \n- Sustento de ingresos (puedes usar tus movimientos de Rappi 😉)\n- Tener DNI o Carnet de extranjería Vigente""}","111839",,
"2023-11-05 20:47:30","1679933058017917","workflow","124147693","1699235250138399","text","outgoing","{""type"":""text"",""text"":""😊 ¡Gracias por comunicarte con Crosland Store, importadores exclusivos de BAJAJ en el Perú! 🏍️\n\nEn estos momentos nos encontramos fuera del horario de atención, pero no te preocupes, nos pondremos en contacto contigo tan pronto retornemos. ¡Gracias por tu paciencia y comprensión! 🙏🏼""}","111839",,
"2023-11-05 23:22:55","124162588","contact","124162588","1699244575000000","text","incoming","{""type"":""text"",""text"":""Catalogo""}","111839",,
"2023-11-05 23:22:58","1698086170918027","workflow","124162588","1699244578067383","text","outgoing","{""type"":""text"",""text"":""¡Hola davidaranibar09! 🏍️ ¡Qué bueno que te hayas puesto en contacto con nosotros en Crosland , importadores exclusivos de BAJAJ en el Perú! 😁""}","111839",,
"2023-11-05 23:23:01","1698086170918027","workflow","124162588","1699244581196537","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 21:18:25","124150333","contact","124150333","1699237105000003","text","incoming","{""type"":""text"",""text"":""Vi esto en Facebook...""}","111839",,
"2023-11-05 21:19:12","124150480","contact","124150480","1699237152000006","text","incoming","{""type"":""text"",""text"":""Necesito repuestos para mi moto.""}","111839",,
"2023-11-05 22:08:36","124155330","contact","124155330","1699240116000000","text","incoming","{""type"":""text"",""text"":""Crédito financiado""}","111839",,
"2023-11-05 22:08:39","1698086170918027","workflow","124155330","1699240119245531","text","outgoing","{""type"":""text"",""text"":""Perfecto Martin Del Piero , para sacar un crédito los requisitos son:\n- Contar con una inicial MINIMA del 10% del valor de la moto que elijas\n- Presentar buen comportamiento de pago en el sistema financiero\n- No tener creditos activos con mas de 2 entidades financieras \n- Sustento de ingresos (puedes usar tus movimientos de Rappi 😉)\n- Tener DNI o Carnet de extranjería Vigente""}","111839",,
"2023-11-05 22:08:39","124155330","contact","124155330","1699240119000000","text","incoming","{""type"":""text"",""text"":""Al Contado""}","111839",,
"2023-11-05 22:08:42","1679933058017917","workflow","124155330","1699240122042045","text","outgoing","{""type"":""text"",""text"":""😊 ¡Gracias por comunicarte con Crosland Store, importadores exclusivos de BAJAJ en el Perú! 🏍️\n\nEn estos momentos nos encontramos fuera del horario de atención, pero no te preocupes, nos pondremos en contacto contigo tan pronto retornemos. ¡Gracias por tu paciencia y comprensión! 🙏🏼""}","111839",,
"2023-11-05 20:22:45","124146067","contact","124146067","1699233765000000","text","incoming","{""type"":""text"",""text"":""Crédito financiado""}","111839",,
"2023-11-05 20:22:47","1698086170918027","workflow","124146067","1699233767545689","text","outgoing","{""type"":""text"",""text"":""Perfecto Anthony 😎 , para sacar un crédito los requisitos son:\n- Contar con una inicial MINIMA del 10% del valor de la moto que elijas\n- Presentar buen comportamiento de pago en el sistema financiero\n- No tener creditos activos con mas de 2 entidades financieras \n- Sustento de ingresos (puedes usar tus movimientos de Rappi 😉)\n- Tener DNI o Carnet de extranjería Vigente""}","111839",,
"2023-11-05 20:22:50","1679933058017917","workflow","124146067","1699233770999163","text","outgoing","{""type"":""text"",""text"":""😊 ¡Gracias por comunicarte con Crosland Store, importadores exclusivos de BAJAJ en el Perú! 🏍️\n\nEn estos momentos nos encontramos fuera del horario de atención, pero no te preocupes, nos pondremos en contacto contigo tan pronto retornemos. ¡Gracias por tu paciencia y comprensión! 🙏🏼""}","111839",,
"2023-11-05 20:20:30","124146067","contact","124146067","1699233630000000","text","incoming","{""type"":""text"",""text"":""Enlace:\nhttps://fb.me/1v3bzSa2K\n\n¡Hola! Me gustaría conseguir más información sobre esto.""}","111839",,
"2023-11-05 20:20:32","1698086170918027","workflow","124146067","1699233632201438","text","outgoing","{""type"":""text"",""text"":""¡Hola Anthony 😎! 🏍️ ¡Qué bueno que te hayas puesto en contacto con nosotros en Crosland , importadores exclusivos de BAJAJ en el Perú! 😁""}","111839",,
"2023-11-05 20:20:35","1698086170918027","workflow","124146067","1699233635351736","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""¿Cómo te puedo ayudar el día de hoy?. 🤖\n\n➡️Venta Motocicletas\n➡️Venta Mototaxis\n➡️Repuestos\n➡️Accesorios\n➡️Status de Pedidos\n➡️Reclamos\n\n(Selecciona un botón 👇)"",""replies"":[""Venta Motocicletas"",""Venta Mototaxis"",""Repuestos"",""Accesorios"",""Status de Pedidos"",""Reclamos""]}","111839",,
"2023-11-05 20:20:43","124146088","contact","124146088","1699233643000006","text","incoming","{""type"":""text"",""text"":""Deseo facilidades de pago""}","111839",,
"2023-11-05 20:20:49","124146067","contact","124146067","1699233649000000","text","incoming","{""type"":""text"",""text"":""Venta Motocicletas""}","111839",,
"2023-11-05 20:20:52","1698086170918027","workflow","124146067","1699233652887214","text","outgoing","{""type"":""text"",""text"":""Anthony 😎 , BAJAJ tiene la moto que se ajusta a tus necesidades. Revisa nuestro catálogo.""}","111839",,
"2023-11-05 20:20:55","1698086170918027","workflow","124146067","1699233655360820","attachment","outgoing","{""type"":""attachment"",""attachment"":{""size"":2081232,""mimeType"":""application/pdf"",""ext"":""pdf"",""fileName"":""Catalogo Noviembre Motos.pdf"",""description"":"""",""type"":""file"",""isPending"":false,""isFileTypeSupported"":true,""url"":""https://production--bucket.s3-accelerate.amazonaws.com/files/58868/275674/1699046652395/catalogo_noviembre_motos.pdf"",""hasExceededFileSizeLimit"":false}}","111839",,
"2023-11-05 20:21:06","1698086170918027","workflow","124146067","1699233666009298","text","outgoing","{""type"":""text"",""text"":""Anthony 😎 , revisa el catálogo completo en https://bit.ly/CatologoCS""}","111839",,
"2023-11-05 20:21:14","1698086170918027","workflow","124146067","1699233674280069","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""En Crosland ofrecemos diferentes opciones de compra para adaptarnos a tus necesidades y preferencias.\n\nComéntanos, cómo te gustaría hacer la compra y te brindaremos información sobre ello.\n\n(Selecciona una opción 👇)"",""replies"":[""Crédito financiado"",""Al Contado""]}","111839",,
"2023-11-05 19:20:48","124138763","contact","124138763","1699230048000000","text","incoming","{""type"":""text"",""text"":""Venta Motocicletas""}","111839",,
"2023-11-05 19:20:51","1698086170918027","workflow","124138763","1699230051712716","text","outgoing","{""type"":""text"",""text"":""ESNAIDER , BAJAJ tiene la moto que se ajusta a tus necesidades. Revisa nuestro catálogo.""}","111839",,
"2023-11-05 19:20:54","1698086170918027","workflow","124138763","1699230054313330","attachment","outgoing","{""type"":""attachment"",""attachment"":{""size"":2081232,""mimeType"":""application/pdf"",""ext"":""pdf"",""fileName"":""Catalogo Noviembre Motos.pdf"",""description"":"""",""type"":""file"",""isPending"":false,""isFileTypeSupported"":true,""url"":""https://production--bucket.s3-accelerate.amazonaws.com/files/58868/275674/1699046652395/catalogo_noviembre_motos.pdf"",""hasExceededFileSizeLimit"":false}}","111839",,
"2023-11-05 19:21:04","1698086170918027","workflow","124138763","1699230064593426","text","outgoing","{""type"":""text"",""text"":""ESNAIDER , revisa el catálogo completo en https://bit.ly/CatologoCS""}","111839",,
"2023-11-05 19:21:07","124138763","contact","124138763","1699230067000000","text","incoming","{""type"":""text"",""text"":""Muchas gracias ahora lo reviso""}","111839",,
"2023-11-05 19:21:13","1698086170918027","workflow","124138763","1699230073156688","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""En Crosland ofrecemos diferentes opciones de compra para adaptarnos a tus necesidades y preferencias.\n\nComéntanos, cómo te gustaría hacer la compra y te brindaremos información sobre ello.\n\n(Selecciona una opción 👇)"",""replies"":[""Crédito financiado"",""Al Contado""]}","111839",,
"2023-11-05 21:17:36","124150333","contact","124150333","1699237056000006","text","incoming","{""type"":""text"",""text"":""¿Qué promociones tienen este mes en motos?""}","111839",,
"2023-11-05 20:43:46","124147693","contact","124147693","1699235026000000","text","incoming","{""type"":""text"",""text"":""Venta Motocicletas""}","111839",,
"2023-11-05 20:43:50","1698086170918027","workflow","124147693","1699235030301882","text","outgoing","{""type"":""text"",""text"":""Andre , BAJAJ tiene la moto que se ajusta a tus necesidades. Revisa nuestro catálogo.""}","111839",,
"2023-11-05 20:43:52","1698086170918027","workflow","124147693","1699235032851634","attachment","outgoing","{""type"":""attachment"",""attachment"":{""size"":2081232,""mimeType"":""application/pdf"",""ext"":""pdf"",""fileName"":""Catalogo Noviembre Motos.pdf"",""description"":"""",""type"":""file"",""isPending"":false,""isFileTypeSupported"":true,""url"":""https://production--bucket.s3-accelerate.amazonaws.com/files/58868/275674/1699046652395/catalogo_noviembre_motos.pdf"",""hasExceededFileSizeLimit"":false}}","111839",,
"2023-11-05 20:44:02","1698086170918027","workflow","124147693","1699235042417726","text","outgoing","{""type"":""text"",""text"":""Andre , revisa el catálogo completo en https://bit.ly/CatologoCS""}","111839",,
"2023-11-05 20:44:10","1698086170918027","workflow","124147693","1699235050524107","quick_reply","outgoing","{""type"":""quick_reply"",""title"":""En Crosland ofrecemos diferentes opciones de compra para adaptarnos a tus necesidades y preferencias.\n\nComéntanos, cómo te gustaría hacer la compra y te brindaremos información sobre ello.\n\n(Selecciona una opción 👇)"",""replies"":[""Crédito financiado"",""Al Contado""]}","111839",,
"2023-11-05 08:17:22","124075061","contact","124075061","1699190242242000","text","incoming","{""type"":""text"",""text"":""Venta Mototaxis""}","60516",,
"2023-11-05 08:17:25","1698086170918027","workflow","124075061","1699190245570851","text","outgoing","{""type"":""text"",""text"":"" Cristian Esteban , BAJAJ tiene la moto que se ajusta a tus necesidades. Revisa nuestro catálogo.""}","60516",,
